!,š,100v.5.8
1C9,šθi,71v.3rd_ring.24
1C9,šθi,72r3.outer_ring.36
1C9,šθi,72v3.outer_ring.34
1C9,šθi,73r.3rd_ring.21
1C9,šθi,75r.12.7
1C9,šθi,77r.14.8
1C9,šθi,77r.29.6
1C9,šθi,77r.31.2
1C9,šθi,77r.36.6
1C9,šθi,77v.35.4
1C9,šθi,78v.15.1
1C9,šθi,79r.14.6
1C9,šθi,79r.19.2
1C9,šθi,79r.27.4
1C9,šθi,79r.36.4
1C9,šθi,79v.35.2
1C9,šθi,80r.37.5
1C9,šθi,80r.38.4
1C9,šθi,80v.11.6
1C9,šθi,80v.25.4
1C9,šθi,81r.10.4
1C9,šθi,82r.7.9
1C9,šθi,82r.8.5
1C9,šθi,82r.15.4
1C9,šθi,82r.22.1
1C9,šθi,82v.12.3
1C9,šθi,84v.9.4
1C9,šθi,86v5.14.8
1C9,šθi,86v3.south_2.5
1C9,šθi,88r.12.6
1C9,šθi,88v.4.10
1C9,šθi,89r2.9.14
1C9,šθi,89r2.10.13
1C9,šθi,89r2.12.4
1C9,šθi,89v1.3.3
1C9,šθi,94v.10.3
1C9,šθi,99r.4.4
1C9,šθi,99v.14.2
1C9,šθi,100v.2.2
1C9,šθi,100v.2.8
1C9,šθi,101v2-v1.2.17
1C9,šθi,101v2-v1.6.14
1C9,šθi,101v2-v1.8.12
1C9,šθi,102v2.14.2
1C9,šθi,103r.28.10
1C9,šθi,103r.50.5
1C9,šθi,103v.23.4
1C9,šθi,104r.11.6
1C9,šθi,104r.44.2
1C9,šθi,104v.17.2
1C9,šθi,104v.26.2
1C9,šθi,104v.33.6
1C9,šθi,104v.39.10
1C9,šθi,105r.2.9
1C9,šθi,105v.16.2
1C9,šθi,105v.30.2
1C9,šθi,106r.39.8
1C9,šθi,106v.41.3
1C9,šθi,107r.47.2
1C9,šθi,107r.51.5
1C9,šθi,107v.41.6
1C9,šθi,108r.46.9
1C9,šθi,108v.10.2
1C9,šθi,108v.18.10
1C9,šθi,108v.25.10
1C9,šθi,108v.49.3
1C9,šθi,111v.21.7
1C9,šθi,111v.48.2
1C9,šθi,111v.49.2
1C9,šθi,111v.49.6
1C9,šθi,112r.3.3
1C9,šθi,112r.41.3
1C9,šθi,112v.25.7
1C9,šθi,113r.40.2
1C9,šθi,113v.46.3
1C9,šθi,114r.38.3
1C9,šθi,114v.7.4
1C9,šθi,115r.14.6
1C9,šθi,115r.17.2
1C9,šθi,115r.20.10
1C9,šθi,115r.24.6
1C9,šθi,115r.25.3
1C9,šθi,115r.30.9
1C9,šθi,115r.33.7
1C9,šθi,115r.36.2
1C9,šθi,115v.27.3
1C9,šθi,116r.20.4
1C9,šθi,116r.29.2
1C9,šθi,116r.37.4
1C9,šθi,116r.49.8
1C9 kam,šθi ħuŋg,113r.41.4
1C9hap,šθicun,3v.3.6
1C9kae,šθiħum,80r.32.2
1CA,šθk',90v2.2.4
1CA,šθk',107r.11.2
1CAe,šθk'm,83v.15.2
1CHc9,šθgʰki,101r1-r2.6.12
1CHo89,šθgʰobi,56r.8.4
1CK9,šθji,29r.1.8
1CKC9,šθjθi,68v2.outer_ring.15
1Ca,šθu,101r1-r2.1.20
1Cae,šθum,51r.12.4
1Cae,šθum,111v.44.3
1Cam,šθuŋg,86v6.11.5
1Cay,šθus,107r.39.5
1Cc9,šθki,8r.5.4
1Cc9,šθki,103v.19.4
1Ce9,šθmi,112v.24.9
1Cgam,šθhuŋg,39r.1.7
1Ch1c9,šθcški,68v1.2nd_ring.24
1Ch5cc9,šθcškki,31v.8.2
1Ch9,šθci,44r.5.5
1Ch9,šθci,46v.7.2
1Ch9,šθci,58v.37.8
1Ch9,šθci,75r.30.3
1Ch9,šθci,83v.25.5
1Ch9,šθci,104v.11.4
1Ch9,šθci,106r.4.8
1Ch9,šθci,113v.22.3
1Chan,šθcurg,112v.9.6
1Chc9,šθcki,58v.12.2
1Chc9,šθcki,68v3.spiral_8.4
1Chc9,šθcki,112v.33.9
1Ck ay,šθħ us,104v.13.9
1Cka,šθħu,104v.12.4
1Ckam,šθħuŋg,104v.13.11
1Ckcc9,šθħkki,85r1.20.6
1Co,šθo,104r.6.4
1Co,šθo,104v.10.10
1Co,šθo,104v.44.3
1Co,šθo,105r.3.5
1Co,šθo,111r.46.2
1Co,šθo,111v.42.1
1Co,šθo,113r.19.2
1Co,šθo,114r.27.1
1Co,šθo,114v.21.2
1Co,šθo,115r.14.3
1Co,šθo,115r.34.1
1Co,šθo,115v.21.4
1Co 79,šθo fi,104v.8.2
1Co 8,šθo b,104v.33.2
1Co e,šθo m,104r.28.9
1Co e79,šθo mfi,112v.5.9
1Co s 1c9,šθo l ški,70r2.4th_ring.22
1Co89,šθobi,113r.46.5
1Co8ap,šθobun,24v.14.2
1Coe,šθom,26v.3.4
1Coe,šθom,77r.21.2
1Coe,šθom,87v.11.3
1Coe,šθom,88v.9.4
1Coe,šθom,112v.26.4
1Cohcc9,šθockki,99r.11.2
1Cohcco,šθockko,71r.outer_ring.33
1Com,šθoŋg,83v.13.7
1Cooe,šθoom,104v.8.3
1Cos,šθol,104v.32.5
1Cos,šθol,114v.23.6
1Coy,šθos,89v1.6.3
1Coy,šθos,96r.1.2
1Coy,šθos,100v.5.5
1Coy,šθos,102v2.10.9
1Coy,šθos,112v.33.2
1Coy,šθos,115r.24.13
1Cs,šθl,23v.9.9
1Cs,šθl,39r.4.9
1Cs,šθl,41r.4.7
1Cs,šθl,42r.8.2
1Cs,šθl,43v.4.3
1Cs,šθl,53r.6.8
1Cs,šθl,72r2.3rd_ring.22
1Cs,šθl,72v3.3rd_ring.30
1Cs,šθl,76v.30.4
1Cs,šθl,77v.18.2
1Cs,šθl,81r.3.3
1Cs,šθl,85r1.32.6
1Cs,šθl,88v.7.6
1Cs,šθl,88v.14.5
1Cs,šθl,105v.23.4
1Cs,šθl,106r.2.3
1Cs,šθl,106r.25.10
1Cs,šθl,107r.45.8
1Cs,šθl,114r.37.10
1Cs9,šθli,73r.3rd_ring.23
1CsCs,šθlθl,25r.3.3
1Cy,šθs,116r.2.2
1D,štˤg,8v.15.3
1D,štˤg,23v.11.6
1D,štˤg,83r.10.3
1D,štˤg,88r.5.4
1Eh9,šʃci,8v.15.4
1F89,štbi,76r.1.2
1F9,šti,112v.11.7
1Fae,štum,36r.1.3
1Fc9,štki,111v.29.8
1Foy,štos,113r.16.6
1G9,šdi,20v.5.8
1G9,šdi,68r3.pieslice_3.2
1G9,šdi,112r.1.9
1G9,šdi,115r.35.11
1Gc9,šdki,81r.9.4
1H,šgʰ,38r.4.3
1H,šgʰ,76r.13.2
1H 1ok9,šgʰ šoħi,1r.24.3
1H(,šgʰi,106r.32.4
1H19,šgʰši,89r1.7.8
1H7,šgʰf,40r.3.4
1H7,šgʰf,78r.7.4
1H79,šgʰfi,34v.2.5
1H79,šgʰfi,46v.4.5
1H79,šgʰfi,55v.4.2
1H79,šgʰfi,78r.12.5
1H79,šgʰfi,84r.2.4
1H79,šgʰfi,85r1.2.11
1H8,šgʰb,66v.7.7
1H8,šgʰb,114r.17.10
1H89,šgʰbi,39r.7.6
1H89,šgʰbi,78r.20.4
1H89,šgʰbi,82v.9.7
1H89,šgʰbi,83r.21.8
1H89,šgʰbi,85r1.8.2
1H89,šgʰbi,104v.23.7
1H89,šgʰbi,105v.14.2
1H9,šgʰi,6r.2.2
1H9,šgʰi,6v.2.3
1H9,šgʰi,7r.10.5
1H9,šgʰi,11v.2.3
1H9,šgʰi,13r.6.7
1H9,šgʰi,14r.7.3
1H9,šgʰi,14v.6.7
1H9,šgʰi,16v.10.4
1H9,šgʰi,18r.1.6
1H9,šgʰi,19r.4.3
1H9,šgʰi,26r.9.4
1H9,šgʰi,32v.3.3
1H9,šgʰi,33v.3.2
1H9,šgʰi,33v.5.4
1H9,šgʰi,33v.9.9
1H9,šgʰi,34r.4.6
1H9,šgʰi,34r.12.6
1H9,šgʰi,34v.3.11
1H9,šgʰi,39r.8.9
1H9,šgʰi,39r.12.2
1H9,šgʰi,39v.11.7
1H9,šgʰi,40v.5.4
1H9,šgʰi,40v.18.3
1H9,šgʰi,41r.8.3
1H9,šgʰi,43r.13.9
1H9,šgʰi,43v.11.9
1H9,šgʰi,46r.2.5
1H9,šgʰi,46r.4.4
1H9,šgʰi,46r.4.7
1H9,šgʰi,46r.8.3
1H9,šgʰi,46v.4.2
1H9,šgʰi,48v.11.2
1H9,šgʰi,50r.5.2
1H9,šgʰi,50v.5.3
1H9,šgʰi,50v.8.7
1H9,šgʰi,51r.7.2
1H9,šgʰi,55r.3.9
1H9,šgʰi,55r.9.4
1H9,šgʰi,55v.1.3
1H9,šgʰi,66r.3.10
1H9,šgʰi,66v.4.6
1H9,šgʰi,66v.12.6
1H9,šgʰi,68v3.spiral_2.4
1H9,šgʰi,72r1.center_ring.12
1H9,šgʰi,75r.8.6
1H9,šgʰi,75r.10.6
1H9,šgʰi,75r.14.7
1H9,šgʰi,75r.31.3
1H9,šgʰi,75v.2.9
1H9,šgʰi,75v.2.11
1H9,šgʰi,76r.8.10
1H9,šgʰi,76r.15.8
1H9,šgʰi,76r.17.6
1H9,šgʰi,76r.25.9
1H9,šgʰi,76r.27.12
1H9,šgʰi,76r.36.12
1H9,šgʰi,76r.38.2
1H9,šgʰi,76v.21.4
1H9,šgʰi,76v.26.8
1H9,šgʰi,77r.23.2
1H9,šgʰi,77v.17.6
1H9,šgʰi,77v.21.8
1H9,šgʰi,78r.27.5
1H9,šgʰi,79r.40.7
1H9,šgʰi,79v.11.5
1H9,šgʰi,80r.2.6
1H9,šgʰi,80r.4.9
1H9,šgʰi,80r.10.4
1H9,šgʰi,80r.11.5
1H9,šgʰi,80v.2.5
1H9,šgʰi,80v.39.7
1H9,šgʰi,80v.41.10
1H9,šgʰi,81v.4.10
1H9,šgʰi,81v.5.4
1H9,šgʰi,81v.7.7
1H9,šgʰi,81v.18.9
1H9,šgʰi,82r.3.5
1H9,šgʰi,82v.9.4
1H9,šgʰi,82v.33.7
1H9,šgʰi,84r.6.8
1H9,šgʰi,84r.6.12
1H9,šgʰi,84r.18.4
1H9,šgʰi,84r.22.8
1H9,šgʰi,84v.35.1
1H9,šgʰi,85r2.quad_1_2.3
1H9,šgʰi,86v4.2nd_ring.27
1H9,šgʰi,86v5.24.6
1H9,šgʰi,rose.swest_ring.23
1H9,šgʰi,rose.seast_ring.21
1H9,šgʰi,88v.3.6
1H9,šgʰi,89r2.6.8
1H9,šgʰi,94v.12.4
1H9,šgʰi,95r1.10.2
1H9,šgʰi,95r1.10.4
1H9,šgʰi,95r2.2.5
1H9,šgʰi,95v2.3.6
1H9,šgʰi,102r2.5.6
1H9,šgʰi,103r.3.6
1H9,šgʰi,103r.17.5
1H9,šgʰi,103r.23.4
1H9,šgʰi,103r.38.4
1H9,šgʰi,103v.2.9
1H9,šgʰi,103v.31.9
1H9,šgʰi,103v.46.4
1H9,šgʰi,104r.25.5
1H9,šgʰi,107r.7.4
1H9,šgʰi,107r.37.2
1H9,šgʰi,107v.17.4
1H9,šgʰi,107v.43.5
1H9,šgʰi,108r.16.3
1H9,šgʰi,108r.34.2
1H9,šgʰi,108v.13.7
1H9,šgʰi,108v.23.11
1H9,šgʰi,111r.3.3
1H9,šgʰi,111r.29.3
1H9,šgʰi,111r.37.12
1H9,šgʰi,111r.48.6
1H9,šgʰi,111r.50.6
1H9,šgʰi,111r.52.10
1H9,šgʰi,111v.13.3
1H9,šgʰi,111v.17.7
1H9,šgʰi,111v.40.3
1H9,šgʰi,111v.51.3
1H9,šgʰi,111v.51.7
1H9,šgʰi,112r.28.6
1H9,šgʰi,112v.40.4
1H9,šgʰi,113r.5.8
1H9,šgʰi,114v.35.5
1H9,šgʰi,116r.4.6
1H9,šgʰi,116r.50.4
1H9u19,šgʰiħši,95r2.1.7
1HC9,šgʰθi,43r.14.5
1HaN,šgʰug,10v.7.6
1HaQ,šgʰun,46r.12.12
1Hae,šgʰum,78r.25.2
1Hae,šgʰum,83r.39.4
1Hae,šgʰum,111r.50.10
1Hae,šgʰum,111v.40.5
1Hae9,šgʰumi,24r.4.2
1Ham,šgʰuŋg,94r.6.8
1Ham,šgʰuŋg,111r.54.2
1Ham,šgʰuŋg,113v.31.7
1Hc79,šgʰkfi,66r.24.5
1Hc79,šgʰkfi,84v.11.5
1Hc8(,šgʰkbi,113v.18.2
1Hc89,šgʰkbi,76v.32.8
1Hc89,šgʰkbi,78r.10.8
1Hc89,šgʰkbi,83v.21.3
1Hc89,šgʰkbi,84v.9.6
1Hc89,šgʰkbi,108r.3.9
1Hc89,šgʰkbi,111r.39.2
1Hc89,šgʰkbi,111v.23.5
1Hc9,šgʰki,17v.12.4
1Hc9,šgʰki,51v.3.3
1Hc9,šgʰki,53v.5.3
1Hc9,šgʰki,75v.32.4
1Hc9,šgʰki,76r.10.3
1Hc9,šgʰki,76v.6.5
1Hc9,šgʰki,77r.22.2
1Hc9,šgʰki,78v.15.7
1Hc9,šgʰki,79r.3.5
1Hc9,šgʰki,82r.31.4
1Hc9,šgʰki,83v.11.10
1Hc9,šgʰki,85r2.quad_3_3.6
1Hc9,šgʰki,86v3.center_6.7
1Hc9,šgʰki,95r2.4.6
1Hc9,šgʰki,100v.6.7
1Hc9,šgʰki,103r.25.4
1Hc9,šgʰki,103v.18.4
1Hc9,šgʰki,103v.43.2
1Hc9,šgʰki,104r.22.10
1Hc9,šgʰki,104r.25.3
1Hc9,šgʰki,108v.48.6
1Hc9,šgʰki,111r.24.2
1Hc9,šgʰki,111v.16.4
1Hc9,šgʰki,111v.47.8
1Hc9,šgʰki,113r.19.5
1Hc9,šgʰki,113r.23.5
1Hc9,šgʰki,113v.34.8
1Hc9,šgʰki,115r.33.4
1Hc9,šgʰki,116r.27.6
1Hc9,šgʰki,116r.47.5
1Hcae,šgʰkum,111v.1.3
1Hcc8 e1c8(,šgʰkkb mškbi,76r.11.9
1Hcc9,šgʰkki,52v.4.6
1Hco89,šgʰkobi,41r.9.5
1Hco89,šgʰkobi,100r.10.4
1Hcs,šgʰkl,79r.35.7
1Ho,šgʰo,17r.9.2
1Ho89,šgʰobi,113r.4.6
1Ho8Á,šgʰobug,105v.11.7
1Hoe,šgʰom,3v.8.4
1Hoe,šgʰom,18r.11.3
1Hoe,šgʰom,32r.11.2
1Hoe,šgʰom,116r.26.3
1Hop,šgʰon,108r.40.11
1Hoy,šgʰos,35v.5.3
1Hoy,šgʰos,84v.29.6
1Hs,šgʰl,93r.16.3
1H¨,šgʰ?,40v.4.3
1J79,šdfi,85r1.26.10
1J7ay,šdfus,85r2.outer_ring.35
1J89,šdbi,76r.1.6
1J9,šdi,21r.2.2
1J9,šdi,23v.1.7
1J9,šdi,76r.1.5
1J9,šdi,105r.1.2
1J9,šdi,115v.6.3
1Jap,šdun,116r.10.13
1Jay,šdus,86v6.11.10
1Jc79,šdkfi,43r.1.5
1Jc89,šdkbi,76r.7.5
1Jc89,šdkbi,114v.17.5
1Jc89,šdkbi,115v.32.7
1Jc9,šdki,77r.30.5
1Jc9,šdki,114r.24.5
1Joe,šdom,52v.1.2
1K,šj,24r.13.5
1K,šj,24v.3.5
1K,šj,29v.8.5
1K,šj,34r.9.4
1K(,šji,78v.11.9
1K19,šjši,85r1.18.5
1K79,šjfi,34v.1.9
1K79,šjfi,43v.5.5
1K79,šjfi,83r.42.3
1K8,šjb,112v.39.9
1K89,šjbi,85r1.25.3
1K89,šjbi,86v6.29.2
1K89,šjbi,114r.14.3
1K89,šjbi,114v.10.8
1K9,šji,2r.13.5
1K9,šji,2v.3.7
1K9,šji,4v.9.3
1K9,šji,10r.4.3
1K9,šji,14v.3.3
1K9,šji,16v.8.4
1K9,šji,18r.6.4
1K9,šji,19v.4.2
1K9,šji,20v.3.4
1K9,šji,21r.11.5
1K9,šji,24v.8.2
1K9,šji,34v.3.9
1K9,šji,36v.11.2
1K9,šji,43v.7.6
1K9,šji,44v.9.5
1K9,šji,44v.12.4
1K9,šji,45r.3.2
1K9,šji,46v.11.4
1K9,šji,49r.12.5
1K9,šji,49v.3.3
1K9,šji,58r.36.5
1K9,šji,58v.13.7
1K9,šji,70r2.5.4
1K9,šji,70v1.outer_ring.34
1K9,šji,75r.6.6
1K9,šji,75r.9.2
1K9,šji,76r.19.5
1K9,šji,76r.27.5
1K9,šji,76r.27.11
1K9,šji,77r.18.4
1K9,šji,78v.28.7
1K9,šji,79r.5.3
1K9,šji,79r.8.6
1K9,šji,79r.11.7
1K9,šji,79r.25.8
1K9,šji,80r.4.4
1K9,šji,80r.9.8
1K9,šji,80r.11.11
1K9,šji,80r.20.3
1K9,šji,80v.3.4
1K9,šji,80v.9.7
1K9,šji,81r.4.5
1K9,šji,81r.7.3
1K9,šji,81r.29.5
1K9,šji,82v.8.10
1K9,šji,83v.3.2
1K9,šji,84r.13.4
1K9,šji,84r.32.3
1K9,šji,84r.32.5
1K9,šji,85r1.30.4
1K9,šji,85r2.outer_ring.5
1K9,šji,86v3.north_6.3
1K9,šji,89v2.8.11
1K9,šji,94v.12.2
1K9,šji,95r1.6.5
1K9,šji,95v1.13.5
1K9,šji,103r.14.12
1K9,šji,103r.22.8
1K9,šji,103v.29.5
1K9,šji,104r.40.8
1K9,šji,106v.4.4
1K9,šji,106v.43.12
1K9,šji,107v.15.8
1K9,šji,107v.35.4
1K9,šji,111r.2.10
1K9,šji,111r.53.9
1K9,šji,111v.35.3
1K9,šji,111v.39.4
1K9,šji,111v.46.5
1K9,šji,112r.13.8
1K9,šji,112r.25.10
1K9,šji,112v.45.7
1K9,šji,113v.39.9
1K9,šji,115v.25.7
1K9,šji,115v.33.3
1K9,šji,116r.19.8
1K9,šji,116r.24.3
1K9,šji,116r.30.5
1K9,šji,116r.50.3
1K9 hc79,šji ckfi,95v1.3.8
1Kae,šjum,18r.9.2
1Kae,šjum,113r.32.3
1Kam,šjuŋg,35v.6.4
1Kan,šjurg,114v.13.3
1Kap,šjun,111v.24.11
1Kay,šjus,111v.3.9
1Kc69,šjkbi,75r.33.6
1Kc79,šjkfi,66r.22.5
1Kc8,šjkb,115r.15.4
1Kc89,šjkbi,34r.14.11
1Kc89,šjkbi,48v.8.4
1Kc89,šjkbi,76v.5.4
1Kc89,šjkbi,104r.2.12
1Kc89,šjkbi,111r.38.6
1Kc9,šjki,30r.9.5
1Kc9,šjki,49v.18.6
1Kc9,šjki,70r2.14.2
1Kc9,šjki,72v3.4th_ring.5
1Kc9,šjki,82r.27.5
1Kc9,šjki,111v.8.5
1Kc9,šjki,112r.21.3
1Kc9,šjki,114v.26.9
1Ko,šjo,30r.10.5
1Ko,šjo,49v.23.9
1Ko,šjo,66r.6.7
1Ko8,šjob,9r.4.3
1Ko89,šjobi,16v.4.2
1Ko89,šjobi,86v5.5.7
1Ko89,šjobi,87r.4.5
1Koe,šjom,88r.1.8
1Kos9,šjoli,96v.3.4
1Koy,šjos,10v.2.4
1L9,škʰi,46r.7.13
1L9,škʰi,78r.4.6
1L9,škʰi,79v.39.8
1L9,škʰi,104v.16.6
1L9,škʰi,111r.4.9
1R89,šdʰbi,103r.2.3
1R9,šdʰi,7v.2.5
1R9,šdʰi,86v4.outer_ring.24
1R9,šdʰi,116r.43.6
1S,škl,79r.17.9
1S,škl,101v2-v1.8.5
1S,škl,106v.13.4
1S,škl,116r.18.12
1S,škl,116r.25.9
1Sÿ9,škl?i,43v.2.6
1U9,šti,86v6.14.7
1Ucoy,štkos,66r.4.6
1Uoe,štom,95r2.5.4
1Wam,šcuŋg,76v.30.7
1\ay,š?us,66r.16.6
1a,šu,8r.16.7
1a&9,šubi,107r.4.9
1a*,šun,3r.4.4
1a8,šub,47r.2.5
1aM,šurŋg,113r.15.5
1aN,šug,2r.12.7
1aN,šug,2v.6.10
1aN,šug,5r.4.3
1aN,šug,19r.7.6
1aN,šug,21r.1.9
1aN,šug,25r.4.6
1aN,šug,28v.8.2
1aN,šug,35r.6.3
1aN,šug,111v.22.9
1aN,šug,111v.33.7
1aY,šus,107r.25.9
1aY,šus,111r.51.8
1aY,šus,111v.33.10
1aYan,šusurg,106v.24.9
1ae,šum,1r.13.9
1ae,šum,3r.4.3
1ae,šum,8r.18.5
1ae,šum,8v.12.7
1ae,šum,13r.9.3
1ae,šum,17v.13.2
1ae,šum,23v.2.7
1ae,šum,42r.20.8
1ae,šum,58r.13.7
1ae,šum,58r.14.6
1ae,šum,58r.14.10
1ae,šum,58r.19.9
1ae,šum,58r.22.9
1ae,šum,58r.29.10
1ae,šum,58v.18.2
1ae,šum,70r2.2nd_ring.10
1ae,šum,70r2.5.7
1ae,šum,71v.3rd_ring.1
1ae,šum,72r1.center_ring.9
1ae,šum,75r.3.2
1ae,šum,76r.29.6
1ae,šum,76r.44.6
1ae,šum,77v.1.5
1ae,šum,77v.14.4
1ae,šum,81v.27.7
1ae,šum,83v.14.5
1ae,šum,84v.29.1
1ae,šum,86v6.8.3
1ae,šum,95r1.8.3
1ae,šum,103r.3.10
1ae,šum,103r.3.14
1ae,šum,103r.10.5
1ae,šum,103r.29.5
1ae,šum,103r.31.4
1ae,šum,104r.24.9
1ae,šum,106r.29.2
1ae,šum,106v.42.2
1ae,šum,107r.12.3
1ae,šum,107r.25.2
1ae,šum,107r.40.4
1ae,šum,108v.36.6
1ae,šum,108v.36.7
1ae,šum,111r.3.7
1ae,šum,111v.31.10
1ae,šum,111v.48.6
1ae,šum,111v.49.4
1ae,šum,113r.18.4
1ae,šum,113r.26.5
1ae,šum,113r.28.3
1ae,šum,113r.29.7
1ae,šum,116r.21.4
1ae *,šum n,111v.11.10
1ae 2C9,šum šθi,68v3.2.7
1ae am,šum uŋg,72r1.outer_ring.32
1ae hay,šum cus,86v3.west_6.5
1ae hcc9,šum ckki,116r.24.7
1ae x am,šum s uŋg,108r.19.6
1ae8,šumb,7r.3.6
1ae9,šumi,58r.18.6
1ae9,šumi,58r.19.3
1ae9,šumi,58v.16.5
1ae9,šumi,76r.34.8
1ae9 hoyan,šumi cosurg,88v.12.7
1aeae,šumum,103r.42.4
1aeae9,šumumi,70v2.3rd_ring.4
1aehC89,šumcθbi,108r.26.11
1aehan,šumcurg,111v.23.4
1aehay,šumcus,103v.19.3
1aekay,šumħus,58r.27.3
1aeoe9,šumomi,83v.13.10
1aeoeh9,šumomci,58r.22.6
1aeoy,šumos,112v.19.8
1aes,šuml,27r.7.7
1aes,šuml,95v2.6.3
1aey,šums,103v.2.11
1ag19,šuhši,6v.1.4
1ah9,šuci,94r.6.2
1aho8,šucob,28r.2.8
1aip,šurn,104v.29.13
1aiyae,šursum,58r.11.3
1am,šuŋg,2r.3.7
1am,šuŋg,4r.2.5
1am,šuŋg,4r.3.4
1am,šuŋg,4r.12.2
1am,šuŋg,4r.12.3
1am,šuŋg,4v.3.3
1am,šuŋg,8r.15.9
1am,šuŋg,8r.16.3
1am,šuŋg,8v.3.7
1am,šuŋg,8v.9.6
1am,šuŋg,9r.2.9
1am,šuŋg,10r.4.2
1am,šuŋg,11r.3.8
1am,šuŋg,11r.6.4
1am,šuŋg,15r.15.2
1am,šuŋg,19v.7.3
1am,šuŋg,25r.4.7
1am,šuŋg,29v.6.3
1am,šuŋg,32v.4.5
1am,šuŋg,35r.10.3
1am,šuŋg,35r.12.3
1am,šuŋg,35r.13.2
1am,šuŋg,36r.8.3
1am,šuŋg,42r.22.5
1am,šuŋg,42v.12.4
1am,šuŋg,44v.12.3
1am,šuŋg,45r.3.7
1am,šuŋg,47r.3.4
1am,šuŋg,47r.9.2
1am,šuŋg,47v.13.4
1am,šuŋg,49v.20.6
1am,šuŋg,55v.5.2
1am,šuŋg,58r.13.8
1am,šuŋg,86v5.9.6
1am,šuŋg,95r1.3.8
1am,šuŋg,107r.36.6
1am,šuŋg,112v.39.4
1am,šuŋg,112v.46.3
1am,šuŋg,114r.32.2
1am,šuŋg,114v.15.4
1am,šuŋg,115r.35.3
1am8,šuŋgb,49v.24.7
1an,šurg,7r.10.2
1an,šurg,25r.3.6
1an,šurg,25r.3.8
1an,šurg,25v.6.7
1an,šurg,28v.8.3
1an,šurg,29v.5.2
1an,šurg,30r.7.2
1an,šurg,42r.3.4
1an,šurg,45r.9.3
1an,šurg,49v.22.7
1an,šurg,53r.6.5
1an,šurg,80v.28.5
1an,šurg,103r.35.2
1an,šurg,106v.7.4
1an,šurg,107r.31.13
1an,šurg,107r.50.1
1an,šurg,107v.7.3
1an,šurg,114r.7.8
1an,šurg,115v.39.2
1ap,šun,3r.2.5
1ap,šun,3r.4.5
1ap,šun,3r.5.4
1ap,šun,3v.6.5
1ap,šun,27r.7.8
1ap,šun,33v.2.10
1ap,šun,42r.7.5
1ap,šun,45r.4.6
1ap,šun,46v.4.8
1ap,šun,54v.3.4
1ap,šun,58r.5.13
1ap,šun,58v.24.4
1ap,šun,69r.2.10
1ap,šun,70r2.13.5
1ap,šun,77r.3.9
1ap,šun,79v.19.11
1ap,šun,112r.18.10
1ap,šun,116r.42.10
1ay,šus,1r.13.4
1ay,šus,1v.1.5
1ay,šus,1v.2.2
1ay,šus,3v.5.4
1ay,šus,4v.12.6
1ay,šus,6v.1.7
1ay,šus,6v.11.2
1ay,šus,8r.15.8
1ay,šus,8v.14.6
1ay,šus,8v.15.7
1ay,šus,10r.2.3
1ay,šus,15v.5.3
1ay,šus,23r.8.2
1ay,šus,24r.2.2
1ay,šus,24r.14.4
1ay,šus,27r.4.3
1ay,šus,30r.4.4
1ay,šus,34r.12.1
1ay,šus,34v.3.5
1ay,šus,35r.1.5
1ay,šus,35r.6.2
1ay,šus,35v.13.2
1ay,šus,38v.8.3
1ay,šus,42r.2.2
1ay,šus,42r.6.2
1ay,šus,42v.9.3
1ay,šus,47v.3.2
1ay,šus,55r.4.4
1ay,šus,55r.8.2
1ay,šus,58r.2.5
1ay,šus,58r.5.6
1ay,šus,58r.5.9
1ay,šus,67v2.sun_bottom_right.3
1ay,šus,69v.outer_ring.41
1ay,šus,71r.center_ring.4
1ay,šus,71v.2nd_ring.1
1ay,šus,75r.18.7
1ay,šus,76v.40.10
1ay,šus,82r.18.2
1ay,šus,82v.13.4
1ay,šus,83v.20.1
1ay,šus,94v.1.3
1ay,šus,95v1.3.4
1ay,šus,96v.10.3
1ay,šus,103v.3.7
1ay,šus,104r.1.3
1ay,šus,104r.24.2
1ay,šus,104r.28.8
1ay,šus,104r.33.5
1ay,šus,104v.39.6
1ay,šus,106r.5.3
1ay,šus,106r.47.5
1ay,šus,106v.2.6
1ay,šus,106v.14.3
1ay,šus,107v.23.4
1ay,šus,108r.7.9
1ay,šus,108r.24.11
1ay,šus,108v.26.10
1ay,šus,111r.24.9
1ay,šus,111r.52.11
1ay,šus,111v.19.7
1ay,šus,112v.45.9
1ay,šus,113r.7.6
1ay,šus,113r.17.12
1ay,šus,113v.32.4
1ay,šus,115r.30.6
1ay,šus,116r.2.11
1ay an,šus urg,108r.23.4
1ay ap,šus un,106v.4.8
1ay ap,šus un,112v.46.6
1ay e hCo79,šus m cθofi,113r.26.6
1ay oy,šus os,75v.16.6
1ay9,šusi,8v.4.8
1ay9,šusi,27r.1.7
1ay9,šusi,42r.8.7
1ay9,šusi,58r.6.3
1ay9,šusi,73v.center_ring.7
1ay9,šusi,83r.8.6
1ay9,šusi,103v.46.9
1ayaN,šusug,111v.32.11
1ayap,šusun,108r.44.4
1ayin,šusrrg,49v.22.5
1ayo19,šusoši,7r.1.7
1az,šurs,10r.2.6
1c,šk,72v2.outer_ring.19
1c,šk,105v.10.3
1c 9 hc9,šk i cki,70r2.13.2
1c(,ški,75v.6.4
1c(,ški,77r.33.4
1c(,ški,100v.3.3
1c(,ški,105r.12.8
1c(,ški,107r.9.9
1c(,ški,107r.14.9
